FIPS,statecode,countycode,State,County,AGEGRP,TOT_POP,White,Black
17906,20,109,Kansas,Logan County,7,173,146,2
17907,20,109,Kansas,Logan County,8,172,160,2
17908,20,109,Kansas,Logan County,9,147,143,0
17909,20,109,Kansas,Logan County,10,111,107,2
17910,20,109,Kansas,Logan County,11,186,179,3
17911,20,109,Kansas,Logan County,12,233,227,1
17912,20,109,Kansas,Logan County,13,199,196,0
17913,20,109,Kansas,Logan County,14,162,159,0
17914,20,109,Kansas,Logan County,15,109,107,0
17915,20,109,Kansas,Logan County,16,101,100,0
17916,20,109,Kansas,Logan County,17,80,80,0
17917,20,109,Kansas,Logan County,18,109,108,0
17923,20,111,Kansas,Lyon County,5,4571,3776,154
17924,20,111,Kansas,Lyon County,6,2230,1894,84
17925,20,111,Kansas,Lyon County,7,1930,1741,62
17926,20,111,Kansas,Lyon County,8,1792,1649,48
17927,20,111,Kansas,Lyon County,9,1571,1443,40
17928,20,111,Kansas,Lyon County,10,1723,1553,49
17929,20,111,Kansas,Lyon County,11,1904,1776,47
17930,20,111,Kansas,Lyon County,12,2121,2012,32
17931,20,111,Kansas,Lyon County,13,1990,1891,44
17932,20,111,Kansas,Lyon County,14,1563,1495,21
17933,20,111,Kansas,Lyon County,15,1089,1053,8
17934,20,111,Kansas,Lyon County,16,780,751,8
17935,20,111,Kansas,Lyon County,17,613,594,4
17936,20,111,Kansas,Lyon County,18,745,723,8
17942,20,113,Kansas,McPherson County,5,1808,1658,49
17943,20,113,Kansas,McPherson County,6,1596,1464,31
17944,20,113,Kansas,McPherson County,7,1726,1613,27
17945,20,113,Kansas,McPherson County,8,1626,1570,11
17946,20,113,Kansas,McPherson County,9,1462,1395,18
17947,20,113,Kansas,McPherson County,10,1483,1427,15
17948,20,113,Kansas,McPherson County,11,1842,1784,18
17949,20,113,Kansas,McPherson County,12,2173,2098,23
17950,20,113,Kansas,McPherson County,13,1975,1932,10
17951,20,113,Kansas,McPherson County,14,1643,1621,4
17952,20,113,Kansas,McPherson County,15,1234,1219,4
17953,20,113,Kansas,McPherson County,16,995,977,3
17954,20,113,Kansas,McPherson County,17,769,753,5
17955,20,113,Kansas,McPherson County,18,1129,1121,1
17961,20,115,Kansas,Marion County,5,809,748,33
17962,20,115,Kansas,Marion County,6,490,462,5
17963,20,115,Kansas,Marion County,7,601,568,11
17964,20,115,Kansas,Marion County,8,605,589,4
17965,20,115,Kansas,Marion County,9,538,517,5
17966,20,115,Kansas,Marion County,10,643,605,9
17967,20,115,Kansas,Marion County,11,861,833,9
17968,20,115,Kansas,Marion County,12,964,930,5
17969,20,115,Kansas,Marion County,13,871,845,3
17970,20,115,Kansas,Marion County,14,760,750,2
17971,20,115,Kansas,Marion County,15,613,604,0
17972,20,115,Kansas,Marion County,16,477,474,1
17973,20,115,Kansas,Marion County,17,360,357,1
17974,20,115,Kansas,Marion County,18,517,514,2
17980,20,117,Kansas,Marshall County,5,460,429,7
17981,20,117,Kansas,Marshall County,6,462,435,4
17982,20,117,Kansas,Marshall County,7,554,536,0
17983,20,117,Kansas,Marshall County,8,560,548,0
17984,20,117,Kansas,Marshall County,9,454,438,0
17985,20,117,Kansas,Marshall County,10,475,461,3
17986,20,117,Kansas,Marshall County,11,655,633,6
17987,20,117,Kansas,Marshall County,12,818,808,1
17988,20,117,Kansas,Marshall County,13,772,765,0
17989,20,117,Kansas,Marshall County,14,550,544,0
17990,20,117,Kansas,Marshall County,15,470,464,1
17991,20,117,Kansas,Marshall County,16,358,355,1
17992,20,117,Kansas,Marshall County,17,322,320,0
17993,20,117,Kansas,Marshall County,18,433,431,1
17999,20,119,Kansas,Meade County,5,268,254,8
18000,20,119,Kansas,Meade County,6,189,180,3
18001,20,119,Kansas,Meade County,7,237,225,6
18002,20,119,Kansas,Meade County,8,189,175,7
18003,20,119,Kansas,Meade County,9,204,198,2
18004,20,119,Kansas,Meade County,10,298,287,3
18005,20,119,Kansas,Meade County,11,261,251,1
18006,20,119,Kansas,Meade County,12,300,291,2
18007,20,119,Kansas,Meade County,13,267,262,1
18008,20,119,Kansas,Meade County,14,224,215,0
18009,20,119,Kansas,Meade County,15,142,136,0
18010,20,119,Kansas,Meade County,16,144,142,0
18011,20,119,Kansas,Meade County,17,121,115,0
18012,20,119,Kansas,Meade County,18,160,159,0
18018,20,121,Kansas,Miami County,5,1646,1549,24
18019,20,121,Kansas,Miami County,6,1523,1445,19
18020,20,121,Kansas,Miami County,7,1809,1720,23
18021,20,121,Kansas,Miami County,8,2028,1963,18
18022,20,121,Kansas,Miami County,9,1981,1881,45
18023,20,121,Kansas,Miami County,10,2261,2171,41
18024,20,121,Kansas,Miami County,11,2599,2502,39
18025,20,121,Kansas,Miami County,12,2586,2510,21
18026,20,121,Kansas,Miami County,13,2157,2092,24
18027,20,121,Kansas,Miami County,14,1769,1722,15
18028,20,121,Kansas,Miami County,15,1230,1195,12
18029,20,121,Kansas,Miami County,16,994,964,11
18030,20,121,Kansas,Miami County,17,625,608,8
18031,20,121,Kansas,Miami County,18,679,659,10
18037,20,123,Kansas,Mitchell County,5,347,323,1
18038,20,123,Kansas,Mitchell County,6,269,258,0
18039,20,123,Kansas,Mitchell County,7,343,325,1
18040,20,123,Kansas,Mitchell County,8,306,301,1
18041,20,123,Kansas,Mitchell County,9,299,295,0
18042,20,123,Kansas,Mitchell County,10,297,289,5
18043,20,123,Kansas,Mitchell County,11,403,397,0
18044,20,123,Kansas,Mitchell County,12,443,436,0
18045,20,123,Kansas,Mitchell County,13,431,428,0
18046,20,123,Kansas,Mitchell County,14,417,413,0
18047,20,123,Kansas,Mitchell County,15,292,288,3
18048,20,123,Kansas,Mitchell County,16,259,256,0
18049,20,123,Kansas,Mitchell County,17,217,217,0
18050,20,123,Kansas,Mitchell County,18,266,264,0
18056,20,125,Kansas,Montgomery County,5,1819,1391,201
18057,20,125,Kansas,Montgomery County,6,1886,1568,115
18058,20,125,Kansas,Montgomery County,7,1946,1643,93
18059,20,125,Kansas,Montgomery County,8,1781,1534,68
18060,20,125,Kansas,Montgomery County,9,1674,1462,71
18061,20,125,Kansas,Montgomery County,10,1823,1580,91
18062,20,125,Kansas,Montgomery County,11,2143,1889,95
18063,20,125,Kansas,Montgomery County,12,2406,2140,121
18064,20,125,Kansas,Montgomery County,13,2205,1980,94
18065,20,125,Kansas,Montgomery County,14,1944,1756,86
18066,20,125,Kansas,Montgomery County,15,1440,1307,53
18067,20,125,Kansas,Montgomery County,16,1155,1047,40
18068,20,125,Kansas,Montgomery County,17,792,744,23
18069,20,125,Kansas,Montgomery County,18,896,847,22
18075,20,127,Kansas,Morris County,5,246,224,2
18076,20,127,Kansas,Morris County,6,272,250,4
18077,20,127,Kansas,Morris County,7,303,298,1
18078,20,127,Kansas,Morris County,8,293,281,5
18079,20,127,Kansas,Morris County,9,246,229,2
18080,20,127,Kansas,Morris County,10,296,285,2
18081,20,127,Kansas,Morris County,11,410,393,3
18082,20,127,Kansas,Morris County,12,458,453,1
18083,20,127,Kansas,Morris County,13,438,430,2
18084,20,127,Kansas,Morris County,14,378,372,1
18085,20,127,Kansas,Morris County,15,317,312,0
18086,20,127,Kansas,Morris County,16,225,223,1
18087,20,127,Kansas,Morris County,17,200,196,0
18088,20,127,Kansas,Morris County,18,243,241,0
18094,20,129,Kansas,Morton County,5,130,114,5
18095,20,129,Kansas,Morton County,6,114,105,0
18096,20,129,Kansas,Morton County,7,149,134,2
18097,20,129,Kansas,Morton County,8,168,152,4
18098,20,129,Kansas,Morton County,9,193,175,2
18099,20,129,Kansas,Morton County,10,153,140,2
18100,20,129,Kansas,Morton County,11,208,193,3
18101,20,129,Kansas,Morton County,12,200,191,5
18102,20,129,Kansas,Morton County,13,185,177,0
18103,20,129,Kansas,Morton County,14,156,152,0
18104,20,129,Kansas,Morton County,15,111,107,0
18105,20,129,Kansas,Morton County,16,103,99,0
18106,20,129,Kansas,Morton County,17,75,75,0
18107,20,129,Kansas,Morton County,18,107,106,0
18113,20,131,Kansas,Nemaha County,5,552,529,5
18114,20,131,Kansas,Nemaha County,6,500,476,6
18115,20,131,Kansas,Nemaha County,7,570,548,5
18116,20,131,Kansas,Nemaha County,8,523,516,1
18117,20,131,Kansas,Nemaha County,9,499,473,9
18118,20,131,Kansas,Nemaha County,10,545,525,1
18119,20,131,Kansas,Nemaha County,11,690,672,5
18120,20,131,Kansas,Nemaha County,12,744,728,6
18121,20,131,Kansas,Nemaha County,13,627,609,5
18122,20,131,Kansas,Nemaha County,14,506,497,4
18123,20,131,Kansas,Nemaha County,15,400,396,1
18124,20,131,Kansas,Nemaha County,16,368,364,2
18125,20,131,Kansas,Nemaha County,17,317,313,0
18126,20,131,Kansas,Nemaha County,18,484,481,2
18132,20,133,Kansas,Neosho County,5,939,841,31
18133,20,133,Kansas,Neosho County,6,867,811,14
18134,20,133,Kansas,Neosho County,7,912,862,15
18135,20,133,Kansas,Neosho County,8,872,828,8
18136,20,133,Kansas,Neosho County,9,841,792,8
18137,20,133,Kansas,Neosho County,10,926,882,5
18138,20,133,Kansas,Neosho County,11,1050,1015,6
18139,20,133,Kansas,Neosho County,12,1166,1118,16
18140,20,133,Kansas,Neosho County,13,1053,1019,9
18141,20,133,Kansas,Neosho County,14,901,871,10
18142,20,133,Kansas,Neosho County,15,696,682,3
18143,20,133,Kansas,Neosho County,16,556,541,7
18144,20,133,Kansas,Neosho County,17,416,407,1
18145,20,133,Kansas,Neosho County,18,487,478,3
18151,20,135,Kansas,Ness County,5,154,145,2
18152,20,135,Kansas,Ness County,6,100,99,0
18153,20,135,Kansas,Ness County,7,161,148,3
18154,20,135,Kansas,Ness County,8,125,117,4
18155,20,135,Kansas,Ness County,9,144,140,1
18156,20,135,Kansas,Ness County,10,132,128,0
18157,20,135,Kansas,Ness County,11,205,200,1
18158,20,135,Kansas,Ness County,12,277,272,0
18159,20,135,Kansas,Ness County,13,238,235,0
18160,20,135,Kansas,Ness County,14,192,191,0
18161,20,135,Kansas,Ness County,15,134,133,0
18162,20,135,Kansas,Ness County,16,129,128,0
18163,20,135,Kansas,Ness County,17,118,118,0
18164,20,135,Kansas,Ness County,18,152,152,0
18170,20,137,Kansas,Norton County,5,337,298,25
18171,20,137,Kansas,Norton County,6,382,346,27
18172,20,137,Kansas,Norton County,7,343,312,18
18173,20,137,Kansas,Norton County,8,327,291,21
18174,20,137,Kansas,Norton County,9,319,287,24
18175,20,137,Kansas,Norton County,10,369,343,23
18176,20,137,Kansas,Norton County,11,421,397,18
18177,20,137,Kansas,Norton County,12,380,365,6
18178,20,137,Kansas,Norton County,13,357,347,1
18179,20,137,Kansas,Norton County,14,290,286,2
18180,20,137,Kansas,Norton County,15,262,262,0
18181,20,137,Kansas,Norton County,16,205,201,1
18182,20,137,Kansas,Norton County,17,139,139,0
18183,20,137,Kansas,Norton County,18,212,211,0
18189,20,139,Kansas,Osage County,5,804,749,8
18190,20,139,Kansas,Osage County,6,738,707,5
18191,20,139,Kansas,Osage County,7,792,757,8
18192,20,139,Kansas,Osage County,8,906,882,5
18193,20,139,Kansas,Osage County,9,860,826,7
18194,20,139,Kansas,Osage County,10,947,910,9
18195,20,139,Kansas,Osage County,11,1179,1152,7
18196,20,139,Kansas,Osage County,12,1335,1317,4
18197,20,139,Kansas,Osage County,13,1182,1142,6
18198,20,139,Kansas,Osage County,14,998,983,1
18199,20,139,Kansas,Osage County,15,725,715,0
18200,20,139,Kansas,Osage County,16,537,523,1
18201,20,139,Kansas,Osage County,17,373,364,0
18202,20,139,Kansas,Osage County,18,389,379,2
18208,20,141,Kansas,Osborne County,5,201,189,3
18209,20,141,Kansas,Osborne County,6,203,195,1
18210,20,141,Kansas,Osborne County,7,196,184,0
18211,20,141,Kansas,Osborne County,8,176,158,1
18212,20,141,Kansas,Osborne County,9,148,146,0
18213,20,141,Kansas,Osborne County,10,173,166,0
18214,20,141,Kansas,Osborne County,11,258,251,1
18215,20,141,Kansas,Osborne County,12,286,282,0
18216,20,141,Kansas,Osborne County,13,284,279,0
18217,20,141,Kansas,Osborne County,14,215,213,0
18218,20,141,Kansas,Osborne County,15,187,186,0
18219,20,141,Kansas,Osborne County,16,167,165,0
18220,20,141,Kansas,Osborne County,17,143,140,1
18221,20,141,Kansas,Osborne County,18,185,185,0
18227,20,143,Kansas,Ottawa County,5,316,293,10
18228,20,143,Kansas,Ottawa County,6,239,222,11
18229,20,143,Kansas,Ottawa County,7,312,302,6
18230,20,143,Kansas,Ottawa County,8,346,339,2
18231,20,143,Kansas,Ottawa County,9,327,317,1
18232,20,143,Kansas,Ottawa County,10,333,328,1
18233,20,143,Kansas,Ottawa County,11,481,479,1
18234,20,143,Kansas,Ottawa County,12,477,464,5
18235,20,143,Kansas,Ottawa County,13,439,429,1
18236,20,143,Kansas,Ottawa County,14,344,339,0
18237,20,143,Kansas,Ottawa County,15,270,263,0
18238,20,143,Kansas,Ottawa County,16,208,206,0
18239,20,143,Kansas,Ottawa County,17,175,173,0
18240,20,143,Kansas,Ottawa County,18,134,129,1
18246,20,145,Kansas,Pawnee County,5,351,298,26
18247,20,145,Kansas,Pawnee County,6,437,395,23
18248,20,145,Kansas,Pawnee County,7,420,373,32
18249,20,145,Kansas,Pawnee County,8,462,409,33
18250,20,145,Kansas,Pawnee County,9,388,345,25
18251,20,145,Kansas,Pawnee County,10,420,394,22
18252,20,145,Kansas,Pawnee County,11,501,459,33
18253,20,145,Kansas,Pawnee County,12,510,475,26
18254,20,145,Kansas,Pawnee County,13,528,500,16
18255,20,145,Kansas,Pawnee County,14,421,407,7
18256,20,145,Kansas,Pawnee County,15,251,240,8
18257,20,145,Kansas,Pawnee County,16,237,229,3
18258,20,145,Kansas,Pawnee County,17,219,208,6
18259,20,145,Kansas,Pawnee County,18,216,209,5
18265,20,147,Kansas,Phillips County,5,288,269,5
18266,20,147,Kansas,Phillips County,6,258,250,0
18267,20,147,Kansas,Phillips County,7,300,290,2
18268,20,147,Kansas,Phillips County,8,262,255,1
18269,20,147,Kansas,Phillips County,9,270,259,2
18270,20,147,Kansas,Phillips County,10,288,281,1
18271,20,147,Kansas,Phillips County,11,349,342,0
18272,20,147,Kansas,Phillips County,12,404,396,1
18273,20,147,Kansas,Phillips County,13,428,422,0
18274,20,147,Kansas,Phillips County,14,393,386,0
18275,20,147,Kansas,Phillips County,15,251,250,0
18276,20,147,Kansas,Phillips County,16,204,200,0
18277,20,147,Kansas,Phillips County,17,177,176,0
18278,20,147,Kansas,Phillips County,18,180,178,0
18284,20,149,Kansas,Pottawatomie County,5,1412,1298,25
18285,20,149,Kansas,Pottawatomie County,6,1366,1279,18
18286,20,149,Kansas,Pottawatomie County,7,1692,1596,30
18287,20,149,Kansas,Pottawatomie County,8,1661,1572,29
18288,20,149,Kansas,Pottawatomie County,9,1301,1217,21
18289,20,149,Kansas,Pottawatomie County,10,1290,1238,18
18290,20,149,Kansas,Pottawatomie County,11,1407,1338,22
18291,20,149,Kansas,Pottawatomie County,12,1572,1520,15
18292,20,149,Kansas,Pottawatomie County,13,1293,1257,12
18293,20,149,Kansas,Pottawatomie County,14,1133,1102,8
18294,20,149,Kansas,Pottawatomie County,15,713,703,1
18295,20,149,Kansas,Pottawatomie County,16,526,513,5
18296,20,149,Kansas,Pottawatomie County,17,399,394,2
18297,20,149,Kansas,Pottawatomie County,18,465,454,1
18303,20,151,Kansas,Pratt County,5,601,531,29
18304,20,151,Kansas,Pratt County,6,547,517,7
18305,20,151,Kansas,Pratt County,7,567,547,2
18306,20,151,Kansas,Pratt County,8,521,501,3
18307,20,151,Kansas,Pratt County,9,468,443,7
18308,20,151,Kansas,Pratt County,10,458,439,5
18309,20,151,Kansas,Pratt County,11,560,533,8
18310,20,151,Kansas,Pratt County,12,697,670,10
18311,20,151,Kansas,Pratt County,13,703,686,6
18312,20,151,Kansas,Pratt County,14,492,482,2
18313,20,151,Kansas,Pratt County,15,369,356,3
18314,20,151,Kansas,Pratt County,16,334,329,2
18315,20,151,Kansas,Pratt County,17,263,257,4
18316,20,151,Kansas,Pratt County,18,334,325,4
18322,20,153,Kansas,Rawlins County,5,123,117,0
18323,20,153,Kansas,Rawlins County,6,106,103,1
18324,20,153,Kansas,Rawlins County,7,149,145,1
18325,20,153,Kansas,Rawlins County,8,114,112,0
18326,20,153,Kansas,Rawlins County,9,92,89,2
18327,20,153,Kansas,Rawlins County,10,123,119,1
18328,20,153,Kansas,Rawlins County,11,163,158,1
18329,20,153,Kansas,Rawlins County,12,201,196,0
18330,20,153,Kansas,Rawlins County,13,223,219,1
18331,20,153,Kansas,Rawlins County,14,173,170,0
18332,20,153,Kansas,Rawlins County,15,137,135,0
18333,20,153,Kansas,Rawlins County,16,127,125,0
18334,20,153,Kansas,Rawlins County,17,111,110,0
18335,20,153,Kansas,Rawlins County,18,138,138,0
18341,20,155,Kansas,Reno County,5,3888,3399,261
18342,20,155,Kansas,Reno County,6,3867,3466,251
18343,20,155,Kansas,Reno County,7,3991,3645,200
18344,20,155,Kansas,Reno County,8,3661,3391,132
18345,20,155,Kansas,Reno County,9,3329,3084,139
18346,20,155,Kansas,Reno County,10,3549,3285,138
18347,20,155,Kansas,Reno County,11,4060,3850,107
18348,20,155,Kansas,Reno County,12,4568,4324,129
18349,20,155,Kansas,Reno County,13,4313,4148,81
18350,20,155,Kansas,Reno County,14,3658,3542,56
18351,20,155,Kansas,Reno County,15,2635,2549,41
18352,20,155,Kansas,Reno County,16,2000,1929,30
18353,20,155,Kansas,Reno County,17,1586,1553,16
18354,20,155,Kansas,Reno County,18,1966,1934,17
18360,20,157,Kansas,Republic County,5,207,196,3
18361,20,157,Kansas,Republic County,6,183,174,3
18362,20,157,Kansas,Republic County,7,226,219,2
18363,20,157,Kansas,Republic County,8,204,202,0
18364,20,157,Kansas,Republic County,9,192,182,2
18365,20,157,Kansas,Republic County,10,208,203,1
18366,20,157,Kansas,Republic County,11,334,332,1
18367,20,157,Kansas,Republic County,12,405,402,1
18368,20,157,Kansas,Republic County,13,396,391,1
18369,20,157,Kansas,Republic County,14,363,359,1
18370,20,157,Kansas,Republic County,15,257,253,1
18371,20,157,Kansas,Republic County,16,199,197,1
18372,20,157,Kansas,Republic County,17,216,213,0
18373,20,157,Kansas,Republic County,18,273,270,2
18379,20,159,Kansas,Rice County,5,763,694,36
18380,20,159,Kansas,Rice County,6,556,518,13
18381,20,159,Kansas,Rice County,7,543,504,10
18382,20,159,Kansas,Rice County,8,506,482,5
18383,20,159,Kansas,Rice County,9,479,453,8
18384,20,159,Kansas,Rice County,10,505,485,4
18385,20,159,Kansas,Rice County,11,584,558,11
18386,20,159,Kansas,Rice County,12,720,691,10
18387,20,159,Kansas,Rice County,13,687,659,8
18388,20,159,Kansas,Rice County,14,517,495,8
18389,20,159,Kansas,Rice County,15,390,376,2
18390,20,159,Kansas,Rice County,16,327,325,0
18391,20,159,Kansas,Rice County,17,273,267,2
18392,20,159,Kansas,Rice County,18,276,269,2
18398,20,161,Kansas,Riley County,5,18178,15325,1244
18399,20,161,Kansas,Riley County,6,7894,6408,619
18400,20,161,Kansas,Riley County,7,5524,4441,476
18401,20,161,Kansas,Riley County,8,3987,3192,355
18402,20,161,Kansas,Riley County,9,2754,2280,205
18403,20,161,Kansas,Riley County,10,2449,2085,144
18404,20,161,Kansas,Riley County,11,2579,2212,161
18405,20,161,Kansas,Riley County,12,2825,2486,182
18406,20,161,Kansas,Riley County,13,2763,2507,129
18407,20,161,Kansas,Riley County,14,2245,2092,67
18408,20,161,Kansas,Riley County,15,1376,1286,42
18409,20,161,Kansas,Riley County,16,942,899,22
18410,20,161,Kansas,Riley County,17,762,725,18
18411,20,161,Kansas,Riley County,18,1109,1074,18
18417,20,163,Kansas,Rooks County,5,262,246,4
18418,20,163,Kansas,Rooks County,6,271,255,2
18419,20,163,Kansas,Rooks County,7,307,291,4
18420,20,163,Kansas,Rooks County,8,255,252,1
18421,20,163,Kansas,Rooks County,9,260,248,2
18422,20,163,Kansas,Rooks County,10,276,267,2
18423,20,163,Kansas,Rooks County,11,330,321,1
18424,20,163,Kansas,Rooks County,12,413,409,1
18425,20,163,Kansas,Rooks County,13,372,367,0
18426,20,163,Kansas,Rooks County,14,315,312,2
18427,20,163,Kansas,Rooks County,15,232,226,2
18428,20,163,Kansas,Rooks County,16,180,177,1
18429,20,163,Kansas,Rooks County,17,159,159,0
18430,20,163,Kansas,Rooks County,18,182,180,1
18436,20,165,Kansas,Rush County,5,143,132,1
18437,20,165,Kansas,Rush County,6,153,146,3
18438,20,165,Kansas,Rush County,7,162,158,0
18439,20,165,Kansas,Rush County,8,141,136,0
18440,20,165,Kansas,Rush County,9,146,142,1
18441,20,165,Kansas,Rush County,10,165,154,0
18442,20,165,Kansas,Rush County,11,213,203,4
18443,20,165,Kansas,Rush County,12,261,255,1
18444,20,165,Kansas,Rush County,13,278,274,0
18445,20,165,Kansas,Rush County,14,199,198,0
18446,20,165,Kansas,Rush County,15,157,156,0
18447,20,165,Kansas,Rush County,16,121,120,0
18448,20,165,Kansas,Rush County,17,128,127,0
18449,20,165,Kansas,Rush County,18,142,140,0
18455,20,167,Kansas,Russell County,5,332,303,5
18456,20,167,Kansas,Russell County,6,394,340,8
18457,20,167,Kansas,Russell County,7,409,392,1
18458,20,167,Kansas,Russell County,8,339,323,6
18459,20,167,Kansas,Russell County,9,346,330,8
18460,20,167,Kansas,Russell County,10,368,347,6
18461,20,167,Kansas,Russell County,11,488,466,10
18462,20,167,Kansas,Russell County,12,518,503,4
18463,20,167,Kansas,Russell County,13,554,538,4
18464,20,167,Kansas,Russell County,14,432,424,4
18465,20,167,Kansas,Russell County,15,387,376,3
18466,20,167,Kansas,Russell County,16,271,268,0
18467,20,167,Kansas,Russell County,17,219,218,0
18468,20,167,Kansas,Russell County,18,278,272,0
18474,20,169,Kansas,Saline County,5,3585,3102,183
18475,20,169,Kansas,Saline County,6,3452,3071,176
18476,20,169,Kansas,Saline County,7,3433,3129,111
18477,20,169,Kansas,Saline County,8,3264,2884,137
18478,20,169,Kansas,Saline County,9,2905,2620,90
18479,20,169,Kansas,Saline County,10,3514,3217,116
18480,20,169,Kansas,Saline County,11,3625,3329,139
18481,20,169,Kansas,Saline County,12,4040,3773,126
18482,20,169,Kansas,Saline County,13,3560,3358,87
18483,20,169,Kansas,Saline County,14,2951,2786,76
18484,20,169,Kansas,Saline County,15,2049,1972,36
18485,20,169,Kansas,Saline County,16,1596,1526,42
18486,20,169,Kansas,Saline County,17,1156,1106,31
18487,20,169,Kansas,Saline County,18,1406,1357,31
18493,20,171,Kansas,Scott County,5,298,290,1
18494,20,171,Kansas,Scott County,6,262,250,3
18495,20,171,Kansas,Scott County,7,259,250,1
18496,20,171,Kansas,Scott County,8,280,271,2
18497,20,171,Kansas,Scott County,9,269,260,2
18498,20,171,Kansas,Scott County,10,285,269,3
18499,20,171,Kansas,Scott County,11,326,317,3
18500,20,171,Kansas,Scott County,12,345,340,2
18501,20,171,Kansas,Scott County,13,334,331,0
18502,20,171,Kansas,Scott County,14,287,284,0
18503,20,171,Kansas,Scott County,15,202,197,1
18504,20,171,Kansas,Scott County,16,160,159,0
18505,20,171,Kansas,Scott County,17,115,114,0
18506,20,171,Kansas,Scott County,18,186,185,0
18512,20,173,Kansas,Sedgwick County,5,35551,26908,3968
18513,20,173,Kansas,Sedgwick County,6,37002,29350,3834
18514,20,173,Kansas,Sedgwick County,7,36506,29639,3297
18515,20,173,Kansas,Sedgwick County,8,32485,26483,2940
18516,20,173,Kansas,Sedgwick County,9,29096,23821,2442
18517,20,173,Kansas,Sedgwick County,10,29689,24304,2564
18518,20,173,Kansas,Sedgwick County,11,31845,26479,3021
18519,20,173,Kansas,Sedgwick County,12,34458,29241,3040
18520,20,173,Kansas,Sedgwick County,13,30295,26180,2292
18521,20,173,Kansas,Sedgwick County,14,24235,21266,1603
18522,20,173,Kansas,Sedgwick County,15,15734,13958,1019
18523,20,173,Kansas,Sedgwick County,16,11104,9802,773
18524,20,173,Kansas,Sedgwick County,17,8611,7770,577
18525,20,173,Kansas,Sedgwick County,18,9220,8533,467
18531,20,175,Kansas,Seward County,5,1813,1615,87
18532,20,175,Kansas,Seward County,6,1850,1553,187
18533,20,175,Kansas,Seward County,7,1610,1412,107
18534,20,175,Kansas,Seward County,8,1363,1188,88
18535,20,175,Kansas,Seward County,9,1310,1142,55
18536,20,175,Kansas,Seward County,10,1354,1201,48
18537,20,175,Kansas,Seward County,11,1280,1154,47
18538,20,175,Kansas,Seward County,12,1186,1061,60
18539,20,175,Kansas,Seward County,13,943,849,42
18540,20,175,Kansas,Seward County,14,711,639,22
18541,20,175,Kansas,Seward County,15,465,421,18
18542,20,175,Kansas,Seward County,16,362,326,10
18543,20,175,Kansas,Seward County,17,263,233,14
18544,20,175,Kansas,Seward County,18,305,290,6
18550,20,177,Kansas,Shawnee County,5,10652,8444,1161
18551,20,177,Kansas,Shawnee County,6,11111,9111,1084
18552,20,177,Kansas,Shawnee County,7,11516,9680,980
18553,20,177,Kansas,Shawnee County,8,10916,9199,961
18554,20,177,Kansas,Shawnee County,9,9606,8160,825
18555,20,177,Kansas,Shawnee County,10,10428,8998,862
18556,20,177,Kansas,Shawnee County,11,11778,10273,1031
18557,20,177,Kansas,Shawnee County,12,12720,11156,1073
18558,20,177,Kansas,Shawnee County,13,12020,10780,854
18559,20,177,Kansas,Shawnee County,14,10254,9375,593
18560,20,177,Kansas,Shawnee County,15,6915,6355,345
18561,20,177,Kansas,Shawnee County,16,5063,4663,282
18562,20,177,Kansas,Shawnee County,17,3737,3484,188
18563,20,177,Kansas,Shawnee County,18,4338,4080,204
18569,20,179,Kansas,Sheridan County,5,120,118,0
18570,20,179,Kansas,Sheridan County,6,110,107,0
18571,20,179,Kansas,Sheridan County,7,106,103,1
18572,20,179,Kansas,Sheridan County,8,127,126,0
18573,20,179,Kansas,Sheridan County,9,111,105,0
18574,20,179,Kansas,Sheridan County,10,120,120,0
18575,20,179,Kansas,Sheridan County,11,186,184,1
18576,20,179,Kansas,Sheridan County,12,203,198,3
18577,20,179,Kansas,Sheridan County,13,202,200,0
18578,20,179,Kansas,Sheridan County,14,153,152,0
18579,20,179,Kansas,Sheridan County,15,126,125,0
18580,20,179,Kansas,Sheridan County,16,98,98,0
18581,20,179,Kansas,Sheridan County,17,89,89,0
18582,20,179,Kansas,Sheridan County,18,128,128,0
18588,20,181,Kansas,Sherman County,5,345,332,6
18589,20,181,Kansas,Sherman County,6,355,338,6
18590,20,181,Kansas,Sherman County,7,374,352,5
18591,20,181,Kansas,Sherman County,8,333,324,3
18592,20,181,Kansas,Sherman County,9,277,269,3
18593,20,181,Kansas,Sherman County,10,302,285,2
18594,20,181,Kansas,Sherman County,11,375,360,5
18595,20,181,Kansas,Sherman County,12,470,458,6
18596,20,181,Kansas,Sherman County,13,408,399,2
18597,20,181,Kansas,Sherman County,14,352,348,1
18598,20,181,Kansas,Sherman County,15,249,244,1
18599,20,181,Kansas,Sherman County,16,203,197,2
18600,20,181,Kansas,Sherman County,17,161,157,0
18601,20,181,Kansas,Sherman County,18,198,195,1
18607,20,183,Kansas,Smith County,5,165,157,2
18608,20,183,Kansas,Smith County,6,124,122,0
18609,20,183,Kansas,Smith County,7,165,160,0
18610,20,183,Kansas,Smith County,8,184,176,0
18611,20,183,Kansas,Smith County,9,174,168,0
18612,20,183,Kansas,Smith County,10,177,170,1
18613,20,183,Kansas,Smith County,11,276,272,1
18614,20,183,Kansas,Smith County,12,319,309,0
18615,20,183,Kansas,Smith County,13,294,291,0
18616,20,183,Kansas,Smith County,14,278,277,0
18617,20,183,Kansas,Smith County,15,163,162,0
18618,20,183,Kansas,Smith County,16,175,174,0
